mtime,AE,AJ,AT,BJ,BK,BL,BS,BY,CO,CP,CV,DI,DS,EN,ER,ET,GP,GR,GU,HN,HS,KZ,LM,LQ,LX,MU,NT,NW,OR,OZ,PS,QZ,R,TZ,W
2021-11-30T16:55,169562,190077,255046,151165,181093,158837,107432,170485,171770,136779,164066,132068,0,148625,157457,152172,189044,219722,219350,179300,175693,104714,153966,249773,186630,222638,127264,178172,216673,185340,135970,235908,147258,253313,114621
2021-11-30T17:00,138087,198330,163612,144079,140905,159744,148960,173502,126986,79138,103848,118672,199209,158239,134615,136718,140513,136003,127446,145978,201535,118221,150078,173719,185014,174532,114074,127589,143661,120459,138133,169035,165980,200977,129821
2021-11-30T17:05,159139,225776,149809,127880,176040,133090,124180,119826,138236,93560,151435,85722,131633,168161,160576,108967,207909,147794,135732,100786,119402,127276,142661,208231,202856,112110,74224,95480,125940,155090,128468,185718,130778,197670,128643
2021-11-30T17:10,157717,133060,173559,142647,158592,152875,119127,135554,87916,114364,162337,110541,149737,152971,108329,136941,171222,133154,158168,124862,154878,107861,147153,205308,162783,159412,80047,61123,109859,144643,98826,162737,135389,170421,93834
2021-11-30T17:15,139078,118965,107882,112152,157938,143199,111128,114426,93265,118150,117555,82181,116991,131527,79001,110053,107858,133448,143956,162703,123202,112243,79839,147094,103131,149213,46679,0,101786,115027,81597,144631,94463,182739,115280
2021-11-30T17:20,99909,94421,122770,54563,74615,93455,56145,111617,75345,76913,59454,63348,99811,120642,98636,76697,147601,96023,92055,88927,126629,53070,103598,141824,132649,128986,47858,81915,108877,122077,98243,119112,120820,115418,63250
2021-11-30T17:25,189447,108513,163535,111446,148601,178788,147348,157081,114999,89431,143039,78903,133231,183327,99314,101639,197969,199723,225097,158075,156109,102295,132507,186513,0,154592,64609,66661,134079,119233,105163,173819,117726,147657,133898
2021-11-30T17:30,111557,141539,130649,92373,106304,108241,125948,157706,87109,50142,112508,78081,111896,102256,68050,120199,145269,104889,125911,133286,128437,100710,79065,145131,111080,101942,99106,70049,99056,132234,89810,118564,89949,136292,103293
2021-11-30T17:35,175273,189378,217347,137743,198694,212143,133030,199410,162437,93428,165696,119991,135614,132094,152151,164080,0,216009,141187,202777,176457,157269,104438,232324,142755,254329,113083,161253,156586,149736,154555,219140,198849,250737,134248
2021-11-30T17:40,125824,213853,252781,110477,117493,142153,146623,218535,120428,93343,150046,76103,131610,142779,162185,120130,189281,182446,183915,242712,186441,99066,129699,145179,190838,190625,136154,122900,124827,175245,135480,167047,115751,186086,109558
2021-11-30T17:45,113725,85888,135294,63564,88331,80090,61259,167275,82360,61906,66359,53017,114287,101553,90850,97770,142426,121218,108517,103481,90037,48955,41324,119662,98971,148849,73174,79452,76375,103560,73273,104522,76440,122447,63158
2021-11-30T17:50,194907,171110,251368,134769,183310,191758,215913,228253,186163,127481,233177,137978,167588,151589,141267,137157,264640,186357,231353,152343,231213,116957,137800,203797,161266,231336,153080,167486,185715,159748,173401,123423,187629,201447,141155
2021-11-30T17:55,150860,145015,178502,90939,0,147326,121121,182567,169333,119391,132845,58234,122044,185994,70037,112248,203565,140373,188060,135262,149204,73306,113439,204516,179967,212512,79684,142073,105030,148541,118028,164033,136258,194277,115291
2021-11-30T18:00,180878,196720,210400,211614,127049,186307,169796,216442,193830,158076,182790,152630,211315,153289,136611,197657,269469,246130,163635,158101,195707,158357,185256,208858,156056,278843,101989,198445,179177,212264,176488,202007,170380,203582,155703
2021-11-30T18:05,164235,149933,215880,153237,199198,182749,158612,235226,189118,130458,177935,108850,186074,182082,174217,121876,289853,229722,242339,165493,194236,142169,111701,214421,204669,200516,138085,164027,131995,190100,117638,215912,147534,252883,171614
2021-11-30T18:10,118366,168014,181978,106590,153449,149239,153077,203790,145266,135187,176804,101243,191745,214636,172356,131275,202738,150211,162924,159090,170988,102020,120350,192047,155009,170038,57405,133798,161587,222041,118007,125873,128922,196218,125278
2021-11-30T18:15,166390,196599,227369,145155,226611,174079,161790,209088,154413,177348,184968,98780,180111,191927,127665,144351,251452,263488,260521,118487,175037,103603,131648,186020,202427,226581,144858,167075,174206,235526,157678,268951,143603,324624,0
2021-11-30T18:20,194798,150384,182097,135416,178911,209951,154703,220077,199292,115536,92567,90111,213358,186909,170801,175991,230343,167084,196409,207979,151640,161405,206236,197489,159220,194807,96417,167426,123683,191795,152667,241701,219008,226355,176445
2021-11-30T18:25,87148,46083,160008,77920,63294,102570,88354,117928,91115,96399,108375,66793,87627,88062,113426,62883,164664,121391,95555,115771,54780,87432,99548,116156,80713,123463,40664,69247,97778,120961,66677,84927,104195,117892,82092
2021-11-30T18:30,226452,149481,220398,124454,111909,143951,137606,196067,164741,162178,193282,88803,176977,243473,139489,127391,195550,182625,206117,163692,157060,89753,103162,181636,148101,227859,76126,173336,165215,153558,120900,179424,170633,267751,125058
2021-11-30T18:35,186024,163864,181087,93434,125013,177420,120082,181108,136724,135385,101623,57137,134715,161337,123925,100370,188690,174565,165413,120857,119459,135297,89083,110758,160290,214404,105158,118213,157392,146933,107818,167770,162275,178695,93642
2021-11-30T18:40,155890,144369,202428,126545,149756,182244,181428,164759,161294,106904,106568,62302,147809,223167,137322,119643,150480,202388,206625,185486,169975,121362,122786,188872,189601,166121,87855,116192,107077,187265,128866,172706,115055,182235,126795
2021-11-30T18:45,174809,163709,269707,159115,186127,121159,130076,205983,177655,113889,136275,103894,165331,213857,140015,160948,231351,152711,188628,191437,172023,155893,147179,208234,152648,190827,101420,152905,121782,199347,143489,208727,128521,191513,166732
2021-11-30T18:50,235860,183991,229951,0,193300,258052,162380,224124,121550,129858,178578,134168,181635,172516,93204,150385,189324,222418,239650,170100,204112,127584,169143,231472,247899,216245,164693,173893,195026,234746,154118,192742,134522,232600,144226
2021-11-30T18:55,225354,166114,193225,141513,148496,153098,206601,209903,155473,134035,114203,90708,180372,153743,116854,183685,166437,179815,198257,137863,190823,106223,177433,231210,140607,235323,113567,143599,143119,203353,182826,173651,156787,219331,119650
2021-11-30T19:00,113055,133865,171844,107402,100211,133052,80507,135868,56378,93156,112085,64306,90645,81449,92610,105667,139991,133655,130164,104465,125009,94423,81878,136297,119586,120309,39502,87211,98045,90621,96583,115786,84314,179915,115547
2021-11-30T19:05,127838,111502,135133,108900,77669,134768,98803,139079,158780,111834,100253,63074,110029,135162,116313,74007,156257,121344,165339,110007,135611,83251,86892,138904,139326,175020,65775,113193,117872,161391,109660,137953,99455,156882,132114
2021-11-30T19:10,121892,219986,147568,84777,132793,87622,139720,157980,112467,104251,148002,109355,87292,186621,133288,89190,168044,159591,137008,154306,142638,99366,95408,150130,148889,184792,80412,127055,175041,133953,122295,135554,122975,204363,104768
2021-11-30T19:15,283733,202899,286378,196957,266079,191586,249592,179074,191635,216026,206077,171292,184228,266052,118804,205929,193326,156108,268432,245594,268203,178252,193993,247620,219598,240886,141831,171325,225537,209209,162527,280222,205956,298335,208049
2021-11-30T19:20,187006,189311,159234,154656,184246,187629,188120,156702,130952,146857,168658,91456,183266,169876,137756,171231,179217,152248,206086,180738,144912,100486,133039,224608,158323,207236,90195,88828,152129,151367,165738,165516,134160,222207,132574
2021-11-30T19:25,158511,197915,218381,107780,125810,152812,110899,143357,129846,123993,149374,81877,164125,151868,0,123147,179218,168419,180666,193181,117135,147032,134672,185107,209644,164406,101067,144509,144813,196907,147017,157290,159012,193073,89555
2021-11-30T19:30,173834,203893,195744,152925,162462,189353,171590,235848,183402,120426,128641,118502,232750,160949,116280,173909,211120,149941,189599,190322,184502,100894,139655,184608,218949,186636,116749,185175,135633,164745,164244,183737,209949,202340,156469
2021-11-30T19:35,295369,178583,211255,144889,214252,176566,125023,153817,223226,159538,174189,125227,200135,241401,132872,124178,200355,170184,271145,190359,173861,113684,88729,279115,184548,205620,148547,155847,209080,159748,138288,264440,134410,247368,167414
2021-11-30T19:40,177288,165299,129969,113303,119935,153849,138598,160528,134022,141639,129391,91554,168840,152592,108117,102434,179811,160914,192175,161189,109755,111548,138707,207160,112733,177203,99888,158948,144885,170467,94647,211469,116099,215704,118144
2021-11-30T19:45,104841,108698,121178,96291,89425,81990,89183,137346,129297,83487,100541,84904,112952,109304,72757,55381,159699,130996,126702,139414,122012,66567,63071,149509,119030,132506,55071,90150,96285,106174,59537,129707,89334,136066,105237
2021-11-30T19:50,98485,116210,119371,82655,59059,85510,69748,106584,95809,72738,104148,62550,112689,104667,75399,63730,118880,103541,106595,113910,97948,86149,84220,136191,97761,119296,68076,87409,118931,88054,77747,106441,84037,132138,66660
2021-11-30T19:55,115950,127965,139222,79772,128152,127069,117705,126334,133013,90356,90903,67553,93787,146778,108902,109733,167946,106731,106299,111504,123657,91063,103480,112405,103952,130091,63189,96183,82794,111293,71898,127349,76757,154964,84341
2021-11-30T20:00,154983,156562,166707,143590,0,163950,159389,123762,158563,91319,226827,110716,156276,145453,115070,160623,151080,151439,183587,182749,201244,114309,151484,123825,175094,145075,141727,88169,184056,152030,109846,179130,110603,211009,122775
2021-11-30T20:05,183837,133120,170232,103405,136656,159820,108539,182979,178271,138689,106930,90162,137658,112096,105751,145702,185596,131045,163619,177483,159119,108200,104584,148417,169847,107483,82555,124265,130263,102824,112747,187196,180341,179781,99490
2021-11-30T20:10,89723,67263,96389,50575,73493,76601,79538,98637,94614,60490,79994,44780,61028,103499,77403,73911,126090,128008,86536,80020,75701,66932,64962,112945,89849,115187,49601,73897,68338,105003,61800,100365,74108,128905,91508
2021-11-30T20:15,108356,137165,168818,134088,112617,148646,145763,101832,98541,102467,107974,70904,96698,92929,118729,0,140877,128448,134961,141438,130027,115412,100839,159124,110829,107290,56811,66825,103907,135563,84178,148859,112262,189289,159171
2021-11-30T20:20,116434,74636,103159,75360,82385,93346,85164,128685,73352,65426,70893,53660,84383,84533,71019,56686,139828,85264,86865,88394,99217,73685,58648,108181,105105,103667,42269,64227,104824,72796,54316,93535,82088,105003,68979
2021-11-30T20:25,54961,70343,84540,90962,61070,88637,88799,99326,64034,41240,69881,64111,92209,63846,79337,51432,103741,96095,86701,99743,71595,53513,65106,79086,81301,82179,34670,70646,64054,61715,45596,107669,57202,93538,75210
2021-11-30T20:30,180467,203828,268373,171129,191445,180832,156749,163552,134062,110199,132606,109973,221568,170806,135573,144603,244857,202762,147512,221647,172885,123319,0,275702,156572,174223,90417,92285,185724,161980,120375,185149,196005,236462,167355
2021-11-30T20:35,91273,141704,101656,86250,108723,117438,114228,158504,107867,111331,98533,65036,133599,153493,101914,132318,168974,112834,106116,160637,128729,88487,0,128283,115832,147666,85579,83141,98489,137159,70513,102673,113969,149842,43181
2021-11-30T20:40,164928,130262,117678,112903,122679,100864,141314,0,81276,116715,135460,42153,129558,110490,149133,127131,157968,195530,0,106799,110595,0,69962,127636,120070,149552,86392,89505,128755,114409,71893,141101,118769,143627,130095
2021-11-30T20:45,159812,157313,197010,129952,137606,120203,79606,176198,121565,154248,144187,114543,154277,137822,129787,119065,178504,184499,193536,141518,155854,97911,90589,134295,104559,166981,61413,95552,138303,133064,146847,177423,157203,180767,120984
2021-11-30T20:50,152834,167047,188188,82860,91240,126873,134878,125728,148363,121906,139508,105352,143580,143451,133056,106726,135992,137857,187037,128582,143053,98832,157200,172701,198786,154836,84374,91479,131169,184498,91519,132320,163415,165194,134957
2021-11-30T20:55,96039,136749,182682,115409,121638,183481,104608,166945,117890,107716,95798,61701,133657,126063,107818,120205,151521,106731,111955,127505,169095,83631,98337,163282,130105,122041,90075,106841,132039,129751,79974,152966,83306,193830,111289
2021-11-30T21:00,138961,112167,83229,133855,90883,97408,82416,105937,91818,83504,101930,61494,96576,122306,73119,73981,113554,151237,122471,108782,86025,77688,84908,155711,125304,134579,58651,77788,49858,96016,84424,127032,82709,132398,86744
2021-11-30T21:05,136085,96772,172703,86682,130353,139882,145212,180403,140091,97414,121311,122889,140178,121889,134987,103536,169181,135644,117329,96071,119474,82326,150862,178413,177209,108507,98945,119423,147343,131277,79768,143302,112203,132639,108860
2021-11-30T21:10,183684,189756,230712,128702,107610,168975,156319,216785,133857,150889,204959,84102,168987,149285,175945,159784,187121,190399,162789,185791,155874,130706,119893,190235,169733,179588,125661,159443,144076,169296,152840,208016,162983,221416,105607
2021-11-30T21:15,148832,189377,201078,160398,196702,183107,132601,224243,156795,118229,181170,125319,193946,205631,104889,136390,236825,185482,186024,255779,216430,109033,121048,209550,140425,244085,124386,161140,173234,172617,139665,200016,108067,225903,143729
2021-11-30T21:20,181304,238654,271903,174872,168418,242013,158633,220801,187289,131194,198202,87562,156981,203344,202775,156217,247807,239473,235285,167105,253131,85600,137190,178796,212097,225359,94752,161263,197028,139958,147130,221386,153304,251130,199182
2021-11-30T21:25,147129,264542,240328,147644,245561,265787,234049,229682,253164,145434,212965,102200,202338,196183,180800,169543,292936,276542,219038,309674,238416,118692,198892,159935,283909,292118,111142,230713,199784,160270,181208,253131,204535,304603,181037
2021-11-30T21:30,139426,107027,140289,54070,104517,138185,123371,98382,76479,77487,93632,88212,114414,100868,86277,95187,125962,153512,108041,88501,99198,79260,76833,145579,89830,120477,57015,71101,79767,114151,63515,120614,93057,147688,98471
2021-11-30T21:35,128464,157111,136566,112496,141854,117349,123162,147475,122592,69643,133550,68663,104521,155081,101259,128865,163280,158076,126716,146345,180570,90871,103960,161130,94828,120089,65538,112181,78027,158642,103887,147180,157842,146693,95346
2021-11-30T21:40,236675,138153,295469,151846,154445,125928,97353,239354,160121,119196,168761,101670,183838,135009,180937,181723,263043,145977,165542,178837,191869,123734,199493,222004,178304,227737,157023,85918,176183,204449,135216,173339,156592,259960,152609
2021-11-30T21:45,187890,223426,165577,131079,160449,199331,189951,206894,186385,121780,168755,57880,182821,202518,170534,242023,181992,207720,194150,188578,172725,135526,176509,215530,198599,204083,112097,120856,223943,247796,129669,198346,146575,252340,93218
2021-11-30T21:50,236288,181613,309795,201403,193643,246256,285070,310732,227035,173824,283497,152232,255473,245007,196817,199557,300818,241393,206099,329771,230782,160467,221295,323495,206504,281354,135700,246151,177315,339935,139286,352408,195121,274725,259335
2021-11-30T21:55,116766,136273,159045,97659,114233,113821,119105,156038,89487,86293,98718,62546,121890,139245,76027,84953,120253,108921,100881,117397,79453,61630,119194,184684,108311,130538,75440,64392,141963,101259,0,115544,93286,174844,79708
2021-11-30T22:00,157094,118451,193884,141871,124324,124464,148909,230454,106013,143863,113390,96969,141105,119210,115117,134143,192201,147514,146763,171368,172883,107047,124834,217656,131095,180783,110352,160488,140485,125097,86078,169546,108988,218654,140611
2021-11-30T22:05,114741,147048,137472,127171,111738,119285,123508,126299,135289,92319,96839,65214,152825,117460,141303,127961,101165,164748,122882,135982,136403,87607,112402,150019,119978,152352,77301,120200,136455,97396,108583,166482,150290,113210,121736
2021-11-30T22:10,117635,123498,184174,136705,138859,157274,106125,141689,94956,145591,122697,80161,153329,229037,100645,100695,181093,142190,143648,119557,122414,76837,134970,148404,196434,167233,52901,122834,92850,121850,124786,0,107948,192108,137603
2021-11-30T22:15,94893,120041,131849,98035,85064,93281,116663,120973,107564,64876,89898,61323,102870,133486,118143,64242,149690,123605,108047,132012,117250,85322,73680,141137,108448,99248,40855,89092,113140,104728,92568,118894,120533,134997,82392
2021-11-30T22:20,178715,211025,264844,164343,151494,196859,186401,224464,176404,162776,225534,105190,186450,153313,157758,163622,255238,229333,165746,265453,210039,92286,192835,243318,193658,157225,95236,133493,130575,205373,115896,191932,133181,216777,0
2021-11-30T22:25,193011,176867,287538,130998,180371,207229,154060,211671,211336,92162,181389,137464,147089,192475,114307,189671,229106,259560,209605,173786,225114,126134,168785,250102,229206,182207,133509,180223,132253,200921,126614,191440,137419,241767,174675
2021-11-30T22:30,204948,172074,185685,161195,187045,194038,191309,182986,170118,119777,151688,93262,225149,217852,138671,148343,214505,186676,188609,160406,175474,126036,144260,186676,233420,224795,76212,117510,192576,153709,93161,158194,136369,170535,135397
2021-11-30T22:35,226929,161459,145904,159011,160492,187394,193273,217892,181174,90376,144555,119156,155778,179784,169182,186807,218175,167592,156123,201455,128951,138661,131069,176136,144069,201322,88170,126770,145362,204176,144545,236229,132587,201351,133290
2021-11-30T22:40,126146,133069,186663,88081,128899,112711,143670,173449,70786,103917,120504,124300,151380,197420,129039,103099,139567,195381,139966,160049,108031,102710,97656,121181,149059,139962,64373,96677,114374,134055,100616,156294,133183,144241,132456
2021-11-30T22:45,117219,95875,129380,90730,67892,90670,94428,120138,120488,65909,105459,69484,151982,106644,115435,85040,147503,130808,82045,99459,108850,75712,128228,96984,123897,88177,51514,96016,71672,120931,112775,92887,104538,111099,118065
2021-11-30T22:50,127092,170242,133319,97471,84647,116420,102798,139313,121915,106096,123328,127375,123713,81031,130633,65825,156704,111210,98052,119391,170884,90851,76828,159893,130267,83533,61560,96609,121430,119015,97313,97189,127260,117924,87321
2021-11-30T22:55,125839,134351,152092,75050,109581,123966,127053,115724,92330,108993,145544,90460,122906,106510,103678,108544,131708,116948,158070,141177,134239,58446,107417,118470,118538,154324,53236,121375,101645,106109,89114,0,133041,142445,100896
2021-11-30T23:00,102285,185329,171033,87995,128616,134718,85718,132746,106577,106182,88183,75579,100638,104668,104417,90239,171616,125425,121235,136411,115482,64552,108814,122260,147888,120562,63036,133165,121235,131217,75739,140838,104462,167366,79256
2021-11-30T23:05,212505,138513,211352,132101,192342,183026,212455,162297,124127,98329,117948,80682,175904,162375,142556,122957,191211,203513,177662,172952,159289,134029,131828,198961,160201,210760,93045,106925,150370,171687,90880,205052,162726,179496,135517
2021-11-30T23:10,74700,113467,108037,84883,70805,101209,88343,68323,51182,54197,88871,68615,112279,102033,81130,69149,87001,77809,115905,83273,70559,56778,89113,109706,90296,87656,33788,73217,66302,72570,55164,75029,82137,114032,61238
2021-11-30T23:15,89564,84239,132566,49684,91340,85439,74749,114634,66374,91771,91567,53509,112068,83047,72978,97895,123569,96885,126760,110844,124813,59791,49373,126322,79769,124529,60941,73441,86660,91615,63570,113367,76890,110502,81834
2021-11-30T23:20,51138,48694,60128,31880,39315,48101,42456,40080,38763,34960,38712,25161,48495,66183,32041,40668,63929,52593,61199,47902,49726,36228,30201,55575,46473,42011,23887,31236,50697,55542,24851,50869,44161,59550,41453
2021-11-30T23:25,93802,131323,149005,73407,98703,78720,97144,122252,63852,81070,66796,51365,113001,102450,104422,118727,160911,123713,119837,122897,95788,102303,98833,107432,111156,134806,54516,92636,116372,101427,95586,118641,101700,137747,72315
2021-11-30T23:30,145494,110727,205262,107282,134810,107862,133517,132217,135416,91712,113679,73782,156134,142193,117067,116984,135170,161813,204482,117352,134513,81258,87944,167686,108215,128681,92382,95681,117264,162355,101711,174158,99934,128464,108427
2021-11-30T23:35,206694,208898,242924,113924,145071,217602,225373,228163,166588,196192,173307,110541,169802,247775,160457,237721,256940,199031,235167,236670,226602,154150,128300,232590,159370,169257,135941,206216,196387,290223,189249,257942,278424,250965,174812
2021-11-30T23:40,157333,158405,171595,147616,153094,160417,205277,176673,148468,118921,138705,52849,167518,203560,143718,187724,180833,183026,215187,119036,182500,108738,162549,136783,141724,165559,96038,123601,164299,149625,123318,193515,151522,228491,121567
2021-11-30T23:45,183461,166676,189443,115500,105314,174993,155669,186003,146960,98814,131973,80729,155037,174616,129556,133738,188642,106455,177807,179704,172798,108506,147922,188628,124886,193796,86517,111615,144679,163564,93630,173587,162278,188908,120543
2021-11-30T23:50,144262,163096,126492,110369,104966,117793,153794,164891,148536,122996,96755,73615,124270,178817,128585,160971,142546,109894,112610,117976,140365,118637,124870,124260,130847,216458,87878,145673,152406,179067,128916,134796,109209,195154,95715
2021-11-30T23:55,175306,233205,168050,170110,172513,225508,167821,210650,138608,184821,168664,105687,188259,203628,157642,137762,241024,146126,145958,156871,152210,126901,147552,173408,162048,204056,103901,123746,143367,193741,149129,207949,159611,305335,121880
2021-12-01T00:00,154821,136241,164836,102811,96195,123298,116551,132012,114128,97213,175006,86583,107335,147055,145343,150015,159878,176985,190165,135949,109535,124226,132736,160225,141140,151881,86673,124665,116264,145386,90839,131534,115805,185656,123041
2021-12-01T00:05,137141,164534,177689,102695,87174,156887,111786,122491,180342,123445,129637,78858,109590,176769,70540,138536,152852,170843,124465,148021,111653,116546,47034,155029,129033,150161,88153,107464,128370,160315,81815,165123,115002,180614,106719
2021-12-01T00:10,141226,111151,136936,89011,124514,115821,116619,136960,113144,98604,150480,65794,139182,129276,104765,165018,155644,90181,116083,141106,129532,63664,78212,144096,165252,150264,62280,105150,118037,135133,103161,174522,138257,171850,110054
2021-12-01T00:15,139575,220652,232161,139879,156624,181877,146411,159328,157956,111193,161537,87896,137157,156163,100816,123211,183014,217258,153814,169898,183383,136342,136867,182694,173360,155344,108846,133095,132453,216268,134867,188593,131904,232511,110906
2021-12-01T00:20,116393,109789,127841,95810,98999,137677,113554,111586,104511,84198,141521,79998,69271,78126,100118,105389,151909,104995,141150,108123,124901,86014,125742,156198,123780,109802,75097,75251,101063,118729,63648,125128,116376,162882,94547
2021-12-01T00:25,144199,172764,215740,104496,149512,196585,148630,180156,107780,113634,150858,70608,153972,189413,129147,79220,178085,146975,214821,149452,162423,147972,102738,194240,146119,170367,103105,80180,174632,117318,111706,144228,105942,167095,110003
2021-12-01T00:30,175168,188046,191592,136885,156755,176390,175244,200780,168327,114460,142048,93786,149745,99677,141933,150039,232435,193464,147727,149198,130971,100586,107710,164737,151886,104333,107651,89574,125885,170297,0,223712,147508,176494,134150
2021-12-01T00:35,134282,168672,236256,152197,140009,142102,133263,192760,160739,115309,202029,100442,156679,202220,174282,167659,198486,152007,143107,185686,165266,140002,116202,179293,152026,159916,100881,104393,161419,160723,128401,176805,104524,252537,118759
2021-12-01T00:40,178783,173282,227876,121006,174983,163363,125035,187885,170663,123596,188090,136417,142639,144106,160718,152370,210778,198586,164179,188127,181538,153721,179351,228177,159917,207874,79875,112388,168414,197906,117288,151178,126844,222526,99305
2021-12-01T00:45,110094,85678,132402,87085,90784,92093,77411,90587,88024,77443,97320,83555,118663,100816,85176,92181,116072,82434,91762,0,87318,87993,95103,118053,74861,116840,57466,77605,89449,82431,84210,136018,100774,134062,94141
2021-12-01T00:50,121085,125148,136580,82137,113660,141056,105252,178078,97900,108605,121726,68782,130421,114050,78194,126392,158108,116474,179459,110635,98906,76832,99742,74677,92426,99637,66447,88418,99020,145619,106389,144485,84183,125111,115765
2021-12-01T00:55,175182,226554,314493,201931,190575,312828,176752,263292,202925,216670,148079,193613,203912,263035,208582,216643,275047,221782,198681,211740,314224,129923,172385,255710,196718,234547,135406,204465,234940,267065,112206,265173,237793,265271,169562
2021-12-01T01:00,106215,136356,149616,81231,78648,99007,119607,155849,78289,131256,110068,101618,153337,91691,108068,132258,150724,131569,116654,124219,147238,64526,104351,127544,138021,97654,66501,105815,94788,145807,88655,135423,122339,173741,93054
2021-12-01T01:05,160634,118890,165504,141002,161022,149945,140340,166866,157868,122012,191665,103460,121177,175861,158925,125838,153164,163691,180810,186157,185381,74592,140040,207283,210237,149058,79173,125420,141887,155920,114979,121862,198487,0,135883
2021-12-01T01:10,134302,139963,148935,105681,100919,160290,98223,130306,131147,81476,115683,72874,139020,105981,91414,107617,102612,128521,108340,158888,131770,75527,96078,118958,105116,128960,84173,100829,84345,95114,52874,110570,92011,140445,100885
2021-12-01T01:15,110498,102418,160477,85068,79912,137624,83748,166300,90333,125558,101032,73740,118393,138102,141673,84608,163401,147580,132719,153540,106507,72961,122710,128117,88459,117321,82516,106528,0,115621,108242,135425,68373,162278,106734
2021-12-01T01:20,80066,114539,147614,105158,112606,110074,133247,164215,133421,103716,100837,84118,125482,125337,103539,137023,176672,145056,140874,139427,114205,96842,113052,146794,106584,86071,77489,111838,108256,167108,78648,104655,81190,133588,97537
2021-12-01T01:25,142011,120106,161704,119848,112080,121004,142471,137097,149352,101527,104985,77351,179123,113613,109126,154766,134601,210251,147205,119577,126536,108847,110292,154338,114132,189233,59739,97663,110456,107704,106918,156208,130651,147918,125424
2021-12-01T01:30,146958,174143,173443,151351,184867,100098,105508,159964,148316,109798,118375,66811,159846,169988,132919,145806,179702,181661,193078,168574,139793,102876,124621,127317,89058,175491,82736,115081,126769,84130,125973,196152,118260,185863,106214
2021-12-01T01:35,165554,150615,155258,82018,77123,0,96698,171137,97468,97491,107072,66629,123594,113040,95052,84807,111901,152640,161654,110815,130499,86731,109468,140932,179194,142111,108019,95176,107402,91040,77883,136011,144104,133429,77158
2021-12-01T01:40,119745,107394,162178,130691,127459,103639,77695,144950,122389,85249,94278,68383,159846,153257,127120,121173,125961,149542,108032,113510,88815,102601,89556,159392,101449,137182,87692,95035,131315,112580,87247,100033,118611,137359,103334
2021-12-01T01:45,134735,179943,183014,154939,113588,139725,128069,139259,148997,114301,125979,82418,139164,160671,159775,114801,222317,177765,153940,95027,165132,106285,117561,165931,195216,141426,95836,157420,174586,171487,126485,163183,112634,175485,153063
2021-12-01T01:50,167845,171676,219288,166196,134742,123717,105346,213779,108835,109228,176242,101854,144582,142976,121172,145162,229120,193495,155737,132333,151867,55296,160706,198190,152586,137612,88113,136415,104564,154923,125432,130098,170341,149577,132225
2021-12-01T01:55,149965,132994,279200,148695,147760,0,123732,220775,157797,158342,174877,0,190514,215338,145817,135063,237296,245029,175295,149753,152559,118134,160455,243292,201304,322941,89607,204846,148951,168198,110768,202074,208711,261699,122343
2021-12-01T02:00,240076,165597,177748,108098,137106,193926,182310,190253,172898,150760,167239,148008,144056,142911,128087,170112,233399,250074,203757,177912,214078,120235,129896,187471,127133,263914,132456,182240,164549,211399,157571,156766,148530,235815,112945
2021-12-01T02:05,133239,121949,150717,80781,108589,140182,100131,147240,77252,70025,71716,88429,117767,127382,89119,87850,165448,134209,123415,132841,141856,65480,102428,121943,119296,102681,57397,95769,81896,143181,83080,124113,115573,135668,108845
2021-12-01T02:10,137187,146757,203918,114647,133432,116623,121298,126695,159026,81864,138451,95660,146663,93667,128398,92424,177932,125127,146946,167832,124012,134038,120389,193407,130976,155411,57631,108209,128292,123791,110998,157864,144775,193353,107447
2021-12-01T02:15,143620,138614,159891,99215,114444,119848,106968,128751,100804,90804,93209,52201,138033,149636,78481,105255,139220,135796,134210,122029,164302,131898,104818,131319,131516,168320,60516,88623,132911,191230,111086,111255,129738,189184,128103
2021-12-01T02:20,211645,208901,284382,161991,195849,211053,186533,263834,176727,115972,248625,93216,173977,230482,112328,144259,217934,241107,130627,211750,199034,67360,155764,231835,184947,159771,116148,197702,199280,192035,168664,180590,212436,184277,161740
2021-12-01T02:25,157226,198049,239118,118690,134982,189237,113272,256495,0,149222,196216,125778,193224,163087,182188,155427,241700,157736,203200,226693,156619,166210,194980,234275,139250,194471,144460,139694,222191,160948,151756,186823,170909,238231,163408
2021-12-01T02:30,161313,138103,130659,107500,74554,115320,113000,118799,86014,115225,121405,54573,105485,148208,124017,112770,136987,139914,157369,141943,110093,96733,84724,138288,128793,120324,59662,101265,135389,163439,80506,126194,121744,158354,86539
2021-12-01T02:35,148296,141573,165140,76430,98603,101572,95050,139993,108112,118761,119510,65182,123386,166681,146865,130583,126676,145601,150149,126083,109358,88389,121354,151787,117779,131088,61728,94939,105802,139456,100899,86606,113126,130393,91763
2021-12-01T02:40,210285,151074,206920,162231,156930,209475,184894,251469,173628,198155,205071,88457,183824,227757,167602,168232,219622,160551,169111,209651,192382,130570,184752,0,188606,196752,92486,114175,145059,173135,160389,190910,133701,222650,152204
2021-12-01T02:45,282228,245598,227611,208510,214146,258522,237359,275259,231741,178391,276901,183651,116421,275640,232943,172974,299168,279919,294756,236506,270224,170962,262189,237595,288540,290836,155188,174743,223048,240362,166519,196213,250623,311737,212345
